;Codigo.do.Municipio;Municipios;Territorio.de.Identidade;Ano;status;total
2430;2928505;Santa Terezinha;Piemonte do Paraguaçu;2010;Total_rural;7314
2431;2928000;Santaluz;Sisal;2010;Total_rural;13043
2432;2928208;Santana;Bacia do Rio Corrente;2010;Total_rural;11267
2433;2928307;Santanópolis;Portal do Sertão;2010;Total_rural;7092
2434;2928604;Santo Amaro;Recôncavo;2010;Total_rural;13034
2435;2928703;Santo Antônio de Jesus;Recôncavo;2010;Total_rural;11686
2436;2928802;Santo Estevão;Portal do Sertão;2010;Total_rural;20190
2437;2928901;São Desidério;Bacia do Rio Grande;2010;Total_rural;19026
2438;2928950;São Domingos;Sisal;2010;Total_rural;3310
2439;2929107;São Felipe;Recôncavo;2010;Total_rural;10485
2440;2929008;São Félix;Recôncavo;2010;Total_rural;4833
2441;2929057;São Félix do Coribe;Bacia do Rio Corrente;2010;Total_rural;2461
2442;2929206;São Francisco do Conde;Recôncavo;2010;Total_rural;5792
2443;2929255;São Gabriel;Irecê;2010;Total_rural;7933
2444;2929305;São Gonçalo dos Campos;Portal do Sertão;2010;Total_rural;16778
2445;2929354;São José da Vitória;Litoral Sul;2010;Total_rural;553
2446;2929370;São José do Jacuípe;Bacia do Jacuípe;2010;Total_rural;3189
2447;2929404;São Miguel das Matas;Vale de Jequiriçá;2010;Total_rural;7054
2448;2929503;São Sebastião do Passé;Recôncavo;2010;Total_rural;9041
2449;2929602;Sapeaçu;Recôncavo;2010;Total_rural;8501
2450;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;2010;Total_rural;14632
2451;2929750;Saubara;Recôncavo;2010;Total_rural;253
2452;2929800;Saúde;Piemonte da Diamantina;2010;Total_rural;5199
2453;2929909;Seabra;Chapada Diamantina;2010;Total_rural;21521
2454;2930006;Sebastião Laranjeiras;Sertão Produtivo;2010;Total_rural;6287
2455;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;2010;Total_rural;16853
2456;2930204;Sento Sé;Sertão do São Francisco;2010;Total_rural;15749
2457;2930154;Serra do Ramalho;Velho Chico;2010;Total_rural;25364
2458;2930303;Serra Dourada;Bacia do Rio Corrente;2010;Total_rural;12110
2459;2930402;Serra Preta;Bacia do Jacuípe;2010;Total_rural;8481
2460;2930501;Serrinha;Sisal;2010;Total_rural;29574
2461;2930600;Serrolândia;Piemonte da Diamantina;2010;Total_rural;5065
2462;2930709;Simões Filho;Metropolitana de Salvador;2010;Total_rural;12236
2463;2930758;Sítio do Mato;Velho Chico;2010;Total_rural;5184
2464;2930766;Sítio do Quinto;Semi-Árido Nordeste II;2010;Total_rural;7420
2465;2930774;Sobradinho;Sertão do São Francisco;2010;Total_rural;1998
2466;2930808;Souto Soares;Chapada Diamantina;2010;Total_rural;9860
2467;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;2010;Total_rural;7499
2468;2931004;Tanhaçu;Sertão Produtivo;2010;Total_rural;11723
2469;2931053;Tanque Novo;Bacia do Paramirim;2010;Total_rural;8811
2470;2931103;Tanquinho;Portal do Sertão;2010;Total_rural;2297
2471;2931202;Taperoá;Baixo Sul;2010;Total_rural;10023
2472;2931301;Tapiramutá;Piemonte do Paraguaçu;2010;Total_rural;3732
2473;2931350;Teixeira de Freitas;Extremo Sul;2010;Total_rural;9078
2474;2931400;Teodoro Sampaio;Portal do Sertão;2010;Total_rural;1554
2475;2931509;Teofilândia;Sisal;2010;Total_rural;14790
2476;2931608;Teolândia;Baixo Sul;2010;Total_rural;9768
2477;2931707;Terra Nova;Portal do Sertão;2010;Total_rural;1315
2478;2931806;Tremedal;Vitória da Conquista;2010;Total_rural;13090
2479;2931905;Tucano;Sisal;2010;Total_rural;30460
2480;2932002;Uauá;Sertão do São Francisco;2010;Total_rural;13533
2481;2932101;Ubaíra;Vale de Jequiriçá;2010;Total_rural;10928
2482;2932200;Ubaitaba;Litoral Sul;2010;Total_rural;3093
2483;2932309;Ubatã;Médio Rio de Contas;2010;Total_rural;7053
2484;2932408;Uibaí;Irecê;2010;Total_rural;5314
2485;2932457;Umburanas;Piemonte da Diamantina;2010;Total_rural;9490
2486;2932507;Una;Litoral Sul;2010;Total_rural;9080
2487;2932606;Urandi;Sertão Produtivo;2010;Total_rural;10527
2488;2932705;Uruçuca;Litoral Sul;2010;Total_rural;4058
2489;2932804;Utinga;Chapada Diamantina;2010;Total_rural;5363
2490;2932903;Valença;Baixo Sul;2010;Total_rural;24305
2491;2933000;Valente;Sisal;2010;Total_rural;11073
2492;2933059;Várzea da Roça;Bacia do Jacuípe;2010;Total_rural;7305
2493;2933109;Várzea do Poço;Bacia do Jacuípe;2010;Total_rural;2872
2494;2933158;Várzea Nova;Piemonte da Diamantina;2010;Total_rural;4520
2495;2933174;Varzedo;Recôncavo;2010;Total_rural;5745
2496;2933208;Vera Cruz;Metropolitana de Salvador;2010;Total_rural;2323
2497;2933257;Vereda;Extremo Sul;2010;Total_rural;5421
2498;2933307;Vitória da Conquista;Vitória da Conquista;2010;Total_rural;32127
2499;2933406;Wagner;Chapada Diamantina;2010;Total_rural;2501
2500;2933455;Wanderley;Bacia do Rio Grande;2010;Total_rural;6607
2501;2933505;Wenceslau Guimarães;Baixo Sul;2010;Total_rural;14678
2502;2933604;Xique-Xique;Irecê;2010;Total_rural;12995
